id,judet,total_someri,total_femei,total_barbati,indemnizati,neindemnizati,rata_somaj,rata_somaj_femei,rata_somaj_barbati,total_urban,femei_urban,barbati_urban,total_rural,femei_rural,barbati_rural,fara_studii,invatamant_primar,invatamant_gimnazial,invatamant_liceal,invatamant_post,invatamant_profesional,invatamant_universitar,sub_25,25_29,30_39,40_49,50_55,peste_55,month,year
831, CONSTANTA,7017,3827,3190,2270,4747,2.4,3.04,1.91,3574,2174,1400,3443,1653,1790,844,680,1286,2704,96,748,659,1696,300,1145,1481,1145,1250,8,2020
832, COVASNA,4174,2158,2016,1306,2868,4.89,5.46,4.39,1499,838,661,2675,1320,1355,529,1123,871,930,53,550,118,930,281,827,1053,578,505,8,2020
833, DAMBOVITA,5967,2901,3066,1587,4380,3.11,3.55,2.78,1141,624,517,4826,2277,2549,557,460,1912,1549,91,1022,376,830,330,977,1485,1178,1167,8,2020
834, DOLJ,17467,7641,9826,3058,14409,6.56,6.44,6.66,3247,1880,1367,14220,5761,8459,731,5607,4523,3973,368,1916,349,1804,825,2869,4973,3462,3534,8,2020
835, GALATI,11944,5389,6555,2277,9667,6.28,6.21,6.34,2763,1596,1167,9181,3793,5388,1157,2063,4312,2045,134,1764,469,1656,397,1617,3333,2416,2525,8,2020
836, GIURGIU,2186,1198,988,800,1386,2.69,3.16,2.28,638,391,247,1548,807,741,248,294,664,714,18,166,82,504,77,321,455,403,426,8,2020
837, GORJ,5271,2542,2729,2283,2988,3.88,4.12,3.68,1839,1010,829,3432,1532,1900,273,226,1299,1942,214,923,394,822,238,835,1310,1012,1054,8,2020
838, HARGHITA,6034,3108,2926,2378,3656,4.48,5.24,3.88,2094,1177,917,3940,1931,2009,1186,1040,1086,1435,83,892,312,1297,363,1226,1456,913,779,8,2020
839, HUNEDOARA,6265,3573,2692,3863,2402,3.64,4.35,2.99,4480,2656,1824,1785,917,868,205,397,1493,2260,119,1194,597,734,368,908,1960,1466,829,8,2020
840, IALOMITA,4352,2031,2321,1079,3273,4.65,4.73,4.59,1436,755,681,2916,1276,1640,280,1024,1337,945,52,628,86,604,182,660,1133,804,969,8,2020
841, IASI,9311,4452,4859,1936,7375,3.14,3.27,3.04,1951,1090,861,7360,3362,3998,556,1612,2864,1165,90,2417,607,891,246,1336,2583,1926,2329,8,2020
842, ILFOV,851,490,361,391,460,0.42,0.57,0.31,252,147,105,599,343,256,91,143,126,342,7,81,61,279,33,135,188,126,90,8,2020
843, MARAMURES,5425,2681,2744,2004,3421,2.7,2.91,2.53,3148,1581,1567,2277,1100,1177,63,1153,727,2099,106,839,438,1784,420,776,1106,808,531,8,2020
844, MEHEDINTI,6499,2908,3591,1667,4832,6.27,5.96,6.54,1800,971,829,4699,1937,2762,0,1258,2829,1339,88,847,138,590,376,1357,2098,974,1104,8,2020
845, MURES,15354,8223,7131,4767,10587,1.29,1.39,1.19,1827,1046,781,4198,1953,2245,25,141,2524,5254,302,2795,4313,427,1448,3627,4443,3017,2392,8,2020
846, NEAMT,6025,2999,3026,2130,3895,2.56,2.9,2.3,1772,1010,762,6388,2878,3510,663,1504,1205,1289,89,884,391,1251,349,1156,1449,1007,813,8,2020
847, OLT,8160,3888,4272,2281,5879,4.5,4.7,4.33,2473,1417,1056,7081,3000,4081,877,1050,2295,1603,122,1888,325,1190,319,1244,2145,1603,1659,8,2020
848, PRAHOVA,9554,4417,5137,2008,7546,5.9,5.94,5.88,3525,2031,1494,5564,2817,2747,1990,706,2809,2330,147,1503,69,1414,334,1239,2546,1996,2025,8,2020
849, SALAJ,9089,4848,4241,4471,4618,3.1,3.92,2.51,1289,729,560,3753,1573,2180,563,1076,2157,2521,147,1861,764,1228,381,1522,2543,2016,1399,8,2020
850, Satu M.,5042,2302,2740,1648,3394,4.92,5.14,4.75,1143,601,542,3885,1761,2124,347,1114,1180,1455,69,633,244,970,312,1013,1237,812,698,8,2020
851, SIBIU,5028,2362,2666,949,4079,3.43,3.53,3.35,2477,1351,1126,2964,1383,1581,643,1797,1418,588,25,392,165,725,339,1160,1421,639,744,8,2020
852, SUCEAVA,5441,2734,2707,2707,2734,2.77,3.15,2.48,3833,2016,1817,7887,3632,4255,384,1025,1163,1273,100,1011,485,769,314,1011,1444,1030,873,8,2020
853, TELEORMAN,11720,5648,6072,4298,7422,5.06,5.37,4.8,2039,1146,893,6683,2822,3861,469,1845,2736,3515,203,2374,578,2880,634,1936,2781,1679,1810,8,2020
854, TIMIS,8722,3968,4754,1953,6769,6.07,5.64,6.49,2158,1255,903,1947,1067,880,393,958,4443,1441,102,1317,68,1072,407,1424,2288,1722,1809,8,2020
855, TULCEA,4105,2322,1783,2723,1382,1.17,1.52,0.9,780,460,320,1753,811,942,198,114,862,1510,117,690,614,647,247,703,1037,777,694,8,2020
856, VALCEA,2533,1271,1262,847,1686,3.08,3.33,2.87,2317,1279,1038,3795,1800,1995,0,435,1030,628,0,355,85,482,108,385,692,524,342,8,2020
857, VASLUI,6112,3079,3033,2770,3342,3.83,4.37,3.41,1588,881,707,6693,2722,3971,118,491,1462,2290,173,1138,440,1194,273,847,1569,1259,970,8,2020
858, VRANCEA,8281,3603,4678,1463,6818,6.15,5.62,6.63,1226,662,564,4298,1854,2444,261,1320,2910,1133,70,2483,104,675,246,1159,2478,1957,1766,8,2020
859,BUCURESTI,5524,2516,3008,1214,4310,4.06,4,4.12,15354,8223,7131,0,0,0,329,1288,1870,1194,70,600,173,836,247,861,1376,1092,1112,8,2020
860,Total TARA ,286662,140435,146227,94924,191738,3.3,3.54,3.09,101937,56804,45133,184725,83631,101094,23244,43984,77331,72743,4479,46442,18439,41618,14461,48526,76147,54423,51487,8,2020
861, ALBA,6453,3133,3320,2949,3504,3.83,4.03,3.66,2520,1369,1151,3933,1764,2169,695,696,1644,1762,66,1155,435,905,388,1240,1754,1142,1024,9,2020
862, ARAD,4772,2784,1988,2800,1972,2.25,2.99,1.67,2259,1343,916,2513,1441,1072,350,523,802,1821,106,688,482,1092,244,698,1182,866,690,9,2020
863, ARGES,10070,5143,4927,4272,5798,3.89,4.26,3.57,2464,1541,923,7606,3602,4004,654,1885,2924,2212,154,1632,609,1057,573,1895,2779,2095,1671,9,2020
864, BACAU,10825,4721,6104,2813,8012,5.08,5.05,5.1,3011,1337,1674,7814,3384,4430,1511,3090,760,1536,1792,1761,375,1595,558,1619,2695,2040,2318,9,2020
865, BIHOR,5317,3205,2112,3290,2027,2.01,2.63,1.48,1876,1203,673,3441,2002,1439,242,818,1209,1575,104,768,601,727,333,1068,1520,961,708,9,2020
866, BISTRITA NASAUD,4062,2280,1782,2200,1862,3.16,3.92,2.53,1484,905,579,2578,1375,1203,95,301,1153,1037,406,803,267,677,239,686,1005,747,708,9,2020
867, BOTOSANI,3933,1958,1975,1178,2755,2.86,2.99,2.75,1508,831,677,2425,1127,1298,198,1090,823,968,71,616,167,660,120,542,982,741,888,9,2020
868, BRAILA,4874,2122,2752,929,3945,3.99,3.84,4.11,1412,793,619,3462,1329,2133,809,1149,1570,576,60,547,163,586,238,765,1347,845,1093,9,2020
869, BRASOV,6831,3284,3547,2238,4593,2.6,2.91,2.36,2853,1547,1306,3978,1737,2241,1019,1176,1441,1600,104,862,629,1104,397,1395,1648,1156,1131,9,2020
870, BUZAU,11953,5085,6868,2226,9727,6.96,6.36,7.49,2481,1285,1196,9472,3800,5672,2259,2224,3632,1848,84,1729,177,1359,456,1917,3307,2328,2586,9,2020
871, CALARASI,3714,1950,1764,947,2767,4.07,4.42,3.74,1089,607,482,2625,1343,1282,362,973,998,758,35,429,159,524,131,712,957,692,698,9,2020
872, CARAS-SEVERIN,3771,1786,1985,1638,2133,3.54,3.79,3.34,1713,847,866,2058,939,1119,201,719,769,1254,111,491,226,653,200,567,944,672,735,9,2020
873, CLUJ,6595,3679,2916,3084,3511,1.77,2.23,1.4,3093,1918,1175,3502,1761,1741,587,617,1468,1792,180,1278,673,465,316,1250,1932,1734,898,9,2020
874, CONSTANTA,7017,3827,3190,2270,4747,2.38,2.99,1.92,3532,2130,1402,3485,1697,1788,844,742,1289,2664,84,727,667,1705,308,1132,1439,1141,1292,9,2020
875, COVASNA,4290,2209,2081,1294,2996,5,5.4,4.63,1535,858,677,2755,1351,1404,551,1163,893,914,63,557,149,972,289,839,1062,595,533,9,2020
876, DAMBOVITA,6083,2962,3121,1669,4414,3.16,3.6,2.83,1145,632,513,4938,2330,2608,569,615,1914,1531,106,983,365,948,324,973,1498,1174,1166,9,2020
877, DOLJ,17707,7742,9965,3091,14616,6.65,6.4,6.86,3242,1868,1374,14465,5874,8591,758,5832,4515,3975,379,1927,321,1847,858,2969,5010,3491,3532,9,2020
878, GALATI,12027,5345,6682,2291,9736,6.33,6.23,6.41,2781,1580,1201,9246,3765,5481,1175,2077,4346,2118,152,1692,467,1628,404,1652,3344,2456,2543,9,2020
879, GIURGIU,2153,1175,978,757,1396,2.68,3.17,2.26,590,363,227,1563,812,751,258,304,655,674,19,166,77,488,70,294,453,415,433,9,2020
880, GORJ,4979,2422,2557,2138,2841,3.68,3.86,3.53,1632,945,687,3347,1477,1870,174,476,1005,1626,329,992,377,701,238,788,1277,957,1018,9,2020
881, HARGHITA,5517,2883,2634,2304,3213,4.08,4.85,3.48,1946,1106,840,3571,1777,1794,1019,915,1046,1271,89,862,315,1125,299,1144,1370,851,728,9,2020
882, HUNEDOARA,6009,3381,2628,3935,2074,3.5,4.21,2.88,4331,2519,1812,1678,862,816,205,301,1299,2243,126,1194,641,738,374,822,1870,1406,799,9,2020
883, IALOMITA,4294,2008,2286,1039,3255,4.58,4.64,4.53,1417,747,670,2877,1261,1616,276,1047,1324,881,66,619,81,597,177,663,1137,792,928,9,2020
884, IASI,9078,4289,4789,1933,7145,3.05,3.08,3.03,1880,1057,823,7198,3232,3966,535,1636,2784,1131,89,2326,577,923,250,1324,2523,1838,2220,9,2020
885, ILFOV,922,551,371,460,462,0.44,0.62,0.31,267,158,109,655,393,262,79,121,122,416,8,97,79,322,35,140,199,131,95,9,2020
886, MARAMURES,5008,2466,2542,1923,3085,2.48,2.65,2.34,3002,1469,1533,2006,997,1009,74,900,686,1956,117,831,444,1882,307,681,924,708,506,9,2020
887, MEHEDINTI,6329,2876,3453,1704,4625,6.2,6.05,6.34,1721,953,768,4608,1923,2685,0,1242,2794,1227,90,837,139,595,358,1310,2051,930,1085,9,2020
888, MURES,15343,8200,7143,4881,10462,1.24,1.34,1.15,1836,1031,805,4074,1893,2181,24,144,2519,5234,298,2802,4322,397,1437,3641,4427,3042,2399,9,2020
889, NEAMT,5910,2924,2986,2131,3779,2.51,2.78,2.29,1803,1052,751,6567,2947,3620,640,1536,1097,1220,120,895,402,1212,378,1128,1420,971,801,9,2020
890, OLT,8370,3999,4371,2308,6062,4.6,4.81,4.42,2400,1402,998,7060,3018,4042,903,1075,2310,1641,124,2004,313,1218,330,1259,2232,1638,1693,9,2020
891, PRAHOVA,9460,4420,5040,1981,7479,5.87,5.97,5.78,3534,2035,1499,5537,2790,2747,1896,714,2812,2310,170,1474,84,1340,311,1271,2530,2000,2008,9,2020
892, SALAJ,9071,4825,4246,4561,4510,3.12,3.91,2.53,1336,796,540,3918,1706,2212,532,1121,2101,2446,290,1816,765,1228,384,1522,2491,2039,1407,9,2020
893, Satu M.,5254,2502,2752,1700,3554,5.08,5.52,4.74,1188,624,564,4035,1836,2199,111,1235,1113,1443,131,981,240,966,317,1060,1318,873,720,9,2020
894, SIBIU,5223,2460,2763,938,4285,3.57,3.65,3.5,2351,1296,1055,3009,1414,1595,286,1966,1310,589,57,846,169,790,354,1189,1452,653,785,9,2020
895, SUCEAVA,5360,2710,2650,2622,2738,2.73,3.17,2.39,3764,1984,1780,7836,3640,4196,404,1273,1010,1161,101,946,465,737,315,1019,1414,1025,850,9,2020
896, TELEORMAN,11600,5624,5976,4487,7113,5.01,5.3,4.76,1958,1094,864,6010,2608,3402,209,1771,2696,3220,477,2661,566,2858,630,1883,2753,1683,1793,9,2020
897, TIMIS,7968,3702,4266,1893,6075,5.68,5.4,5.93,2279,1342,937,2010,1120,890,334,802,4064,1401,95,1209,63,1082,380,1315,2073,1571,1547,9,2020
898, TULCEA,4289,2462,1827,2825,1464,1.22,1.59,0.93,781,467,314,1697,809,888,206,370,637,1539,115,756,666,656,242,761,1086,835,709,9,2020
899, VALCEA,2478,1276,1202,830,1648,2.99,3.3,2.73,2480,1362,1118,3812,1819,1993,0,410,860,634,0,480,94,521,300,418,553,421,265,9,2020
900, VASLUI,6292,3181,3111,2696,3596,3.9,4.41,3.49,1777,1008,769,6894,2821,4073,53,796,1174,2268,286,1266,449,1276,292,858,1571,1321,974,9,2020
901, VRANCEA,8671,3829,4842,1549,7122,6.5,5.92,7.04,1215,649,566,4207,1800,2407,271,1383,3176,1178,86,2459,118,838,253,1259,2597,1932,1792,9,2020
902,BUCURESTI,5422,2449,2973,1191,4231,3.98,3.84,4.1,15343,8200,7143,0,0,0,101,1673,1323,871,362,921,171,831,238,847,1353,1073,1080,9,2020
903,Total TARA ,285294,139829,145465,93965,191329,3.26,3.49,3.07,100829,56253,44576,184465,83576,100889,21469,48901,72067,68521,7702,48085,18549,41825,14645,48515,75479,53981,50849,9,2020
904, ALBA,6391,3118,3273,2814,3577,3.79,4.01,3.6,2515,1362,1153,3876,1756,2120,704,678,1605,1743,67,1131,463,973,378,1208,1687,1144,1001,10,2020
905, ARAD,4675,2706,1969,2697,1978,2.21,2.91,1.66,2233,1317,916,2442,1389,1053,336,328,965,1804,98,649,495,1091,234,680,1139,848,683,10,2020
906, ARGES,9382,4823,4559,4163,5219,3.62,3.99,3.3,2383,1495,888,6999,3328,3671,597,1675,2733,2071,141,1580,585,944,543,1727,2591,2002,1575,10,2020
907, BACAU,11121,4825,6296,2854,8267,5.22,5.16,5.26,2957,1279,1678,8164,3546,4618,1560,3201,734,1546,1806,1849,425,1676,777,1644,2561,2039,2424,10,2020
908, BIHOR,5524,3246,2278,3183,2341,2.09,2.67,1.6,1904,1199,705,3620,2047,1573,272,978,1281,1514,104,771,604,741,349,1102,1543,1019,770,10,2020
909, BISTRITA NASAUD,4131,2295,1836,2231,1900,3.21,3.95,2.61,1505,890,615,2626,1405,1221,144,231,1215,1410,104,761,266,695,250,710,1007,749,720,10,2020
910, BOTOSANI,3917,1965,1952,1172,2745,2.85,3,2.71,1473,826,647,2444,1139,1305,194,1067,898,883,82,625,168,646,125,529,1001,721,895,10,2020
911, BRAILA,4906,2100,2806,929,3977,4.01,3.8,4.19,1349,754,595,3557,1346,2211,832,1198,1572,557,63,515,169,591,232,781,1381,833,1088,10,2020
912, BRASOV,6704,3197,3507,2170,4534,2.55,2.84,2.34,2798,1512,1286,3906,1685,2221,1039,1120,1470,1525,105,827,618,1087,405,1371,1633,1133,1075,10,2020
913, BUZAU,11824,5018,6806,2200,9624,6.89,6.27,7.42,2441,1268,1173,9383,3750,5633,2264,2143,3644,1799,87,1711,176,1321,486,1915,3246,2329,2527,10,2020
914, CALARASI,3730,1944,1786,900,2830,4.09,4.41,3.78,1085,598,487,2645,1346,1299,469,805,1091,786,36,427,116,525,140,722,947,694,702,10,2020
915, CARAS-SEVERIN,3602,1704,1898,1588,2014,3.38,3.62,3.2,1585,779,806,2017,925,1092,539,353,403,971,303,802,231,583,195,556,922,669,677,10,2020
916, CLUJ,6308,3557,2751,2992,3316,1.69,2.16,1.32,3143,1957,1186,3165,1600,1565,587,617,1367,1678,189,1094,776,482,330,1339,1789,1470,898,10,2020
917, CONSTANTA,7870,4552,3318,2926,4944,2.67,3.55,1.99,4187,2651,1536,3683,1901,1782,697,659,1755,2915,112,1011,721,1780,321,1216,1779,1385,1389,10,2020
918, COVASNA,4373,2233,2140,1275,3098,5.1,5.46,4.77,1513,841,672,2860,1392,1468,592,1227,935,872,65,549,133,957,299,877,1084,594,562,10,2020
919, DAMBOVITA,6257,3066,3191,1691,4566,3.25,3.73,2.89,1151,643,508,5106,2423,2683,581,728,1918,1528,129,998,375,952,344,1025,1529,1172,1235,10,2020
920, DOLJ,17456,7675,9781,3176,14280,6.56,6.34,6.74,3231,1868,1363,14225,5807,8418,747,5851,4364,3885,377,1903,329,1858,882,2934,4900,3472,3410,10,2020
921, GALATI,11677,5189,6488,2152,9525,6.15,6.05,6.23,2673,1501,1172,9004,3688,5316,1105,2010,4252,2029,137,1659,485,1621,415,1623,3280,2375,2363,10,2020
922, GIURGIU,2097,1140,957,740,1357,2.61,3.07,2.21,531,324,207,1566,816,750,265,309,683,584,20,160,76,426,68,305,463,411,424,10,2020
923, GORJ,5159,2463,2696,2152,3007,3.82,3.93,3.72,1640,951,689,3519,1512,2007,260,245,821,1666,328,1460,379,722,268,794,1355,972,1048,10,2020
924, HARGHITA,6108,3141,2967,2348,3760,4.52,5.28,3.92,1991,1148,843,4117,1993,2124,1237,1140,1165,1297,78,878,313,1189,344,1270,1540,954,811,10,2020
925, HUNEDOARA,5963,3365,2598,3689,2274,3.47,4.19,2.85,4180,2456,1724,1783,909,874,343,295,1340,2093,129,1124,639,812,332,954,1670,1386,809,10,2020
926, IALOMITA,4073,1897,2176,1018,3055,4.34,4.38,4.31,1412,738,674,2661,1159,1502,246,1009,1205,856,64,615,78,581,169,612,1100,764,847,10,2020
927, IASI,9026,4215,4811,1968,7058,3.04,3.02,3.05,1874,1038,836,7152,3177,3975,544,1679,2778,1076,99,2288,562,895,241,1283,2552,1839,2216,10,2020
928, ILFOV,1423,876,547,946,477,0.69,0.99,0.46,357,228,129,1066,648,418,100,162,239,570,18,194,140,373,120,236,296,213,185,10,2020
929, MARAMURES,5042,2510,2532,2022,3020,2.5,2.7,2.33,2939,1452,1487,2103,1058,1045,68,757,781,1923,141,880,492,1807,337,715,973,718,492,10,2020
930, MEHEDINTI,6227,2831,3396,1717,4510,6.1,5.96,6.23,1790,967,823,4437,1864,2573,0,1211,2727,1232,99,820,138,604,338,1286,2029,909,1061,10,2020
931, MURES,15317,8220,7097,4793,10524,1.24,1.34,1.14,1864,1041,823,4135,1918,2217,24,136,2513,5226,302,2797,4319,390,1417,3643,4434,3053,2380,10,2020
932, NEAMT,5999,2959,3040,2100,3899,2.55,2.82,2.33,1684,1000,684,6185,2809,3376,665,1626,1079,1213,122,899,395,1192,387,1156,1459,987,818,10,2020
933, OLT,7869,3809,4060,2432,5437,4.32,4.58,4.11,2328,1447,881,7004,2924,4080,859,980,2114,1606,108,1884,318,1165,331,1243,2071,1505,1554,10,2020
934, PRAHOVA,9332,4371,4961,2118,7214,5.79,5.91,5.69,3442,1990,1452,5493,2788,2705,1917,700,2764,2251,185,1434,81,1300,314,1286,2508,1967,1957,10,2020
935, SALAJ,8935,4778,4157,4466,4469,3.07,3.87,2.48,1317,787,530,3936,1734,2202,526,1088,2107,2436,275,1773,730,1189,375,1540,2447,2023,1361,10,2020
936, Satu M.,5253,2521,2732,1700,3553,5.08,5.57,4.7,1155,599,556,4125,1872,2253,361,1140,1321,1429,84,655,263,935,318,1073,1314,891,722,10,2020
937, SIBIU,5280,2471,2809,958,4322,3.61,3.67,3.56,2215,1232,983,2992,1394,1598,627,1993,1475,583,31,412,159,793,357,1194,1470,665,801,10,2020
938, SUCEAVA,5207,2626,2581,2440,2767,2.65,3.07,2.33,3801,2019,1782,8233,3796,4437,392,1150,1149,1104,104,871,437,669,302,1006,1384,997,849,10,2020
939, TELEORMAN,12034,5815,6219,4588,7446,5.2,5.48,4.96,1946,1072,874,6435,2735,3700,486,2044,2871,3539,218,2298,578,2917,650,2014,2858,1734,1861,10,2020
940, TIMIS,8381,3807,4574,1790,6591,5.97,5.56,6.36,2121,1261,860,1934,1055,879,357,846,4130,1340,119,1520,69,1119,444,1423,2226,1588,1581,10,2020
941, TULCEA,4055,2316,1739,2714,1341,1.16,1.5,0.89,849,507,342,1748,826,922,206,113,494,1419,126,1036,661,586,245,738,1027,782,677,10,2020
942, VALCEA,2597,1333,1264,774,1823,3.14,3.44,2.87,2297,1289,1008,3612,1707,1905,0,426,1026,673,0,374,98,505,130,374,680,534,374,10,2020
943, VASLUI,5909,2996,2913,2643,3266,3.66,4.15,3.27,1716,990,726,7295,2998,4297,122,465,1016,2026,290,1599,391,1103,252,843,1522,1241,948,10,2020
944, VRANCEA,9011,3988,5023,1552,7459,6.75,6.16,7.3,1229,636,593,4357,1867,2490,303,1470,3009,1171,92,2837,129,852,303,1331,2803,1954,1768,10,2020
945,BUCURESTI,5586,2503,3083,1188,4398,4.1,3.92,4.25,15317,8220,7097,0,0,0,289,1317,1897,1222,78,605,178,825,256,870,1393,1124,1118,10,2020
946,Total TARA ,285731,140164,145567,93969,191762,3.27,3.5,3.07,100121,56132,43989,185610,84032,101578,23456,47170,72906,68051,7115,48275,18758,41472,15003,49148,75593,53859,50656,10,2020
947, ALBA,6429,3139,3290,2729,3700,3.82,4.04,3.62,2461,1340,1121,3968,1799,2169,796,735,1585,1693,68,1105,447,961,391,1247,1691,1157,982,11,2020
948, ARAD,4582,2672,1910,2611,1971,2.16,2.87,1.61,2196,1307,889,2386,1365,1021,340,479,786,1764,89,631,493,1069,217,675,1106,851,664,11,2020
949, ARGES,9719,4967,4752,4055,5664,3.75,4.11,3.44,2307,1462,845,7412,3505,3907,633,1890,2902,2020,137,1569,568,922,561,1821,2720,2066,1629,11,2020
950, BACAU,11165,4780,6385,2832,8333,5.24,5.11,5.33,3001,1234,1767,8164,3546,4618,1560,3190,734,1568,1831,1841,441,1688,800,1666,2563,2054,2394,11,2020
951, BIHOR,5833,3392,2441,3293,2540,2.21,2.78,1.71,1973,1258,715,3860,2134,1726,302,1069,1392,1540,107,808,615,749,372,1196,1651,1068,797,11,2020
952, BISTRITA NASAUD,4098,2251,1847,2279,1819,3.19,3.87,2.62,1502,886,616,2596,1365,1231,133,218,1223,1384,94,770,276,678,258,727,1003,737,695,11,2020
953, BOTOSANI,3898,1904,1994,1206,2692,2.84,2.91,2.77,1453,791,662,2445,1113,1332,207,1080,901,865,69,605,171,610,135,518,967,738,930,11,2020
954, BRAILA,5061,2174,2887,962,4099,4.14,3.94,4.31,1370,762,608,3691,1412,2279,880,1237,1602,569,64,538,171,614,238,825,1421,861,1102,11,2020
955, BRASOV,7050,3340,3710,2131,4919,2.68,2.96,2.47,2869,1548,1321,4181,1792,2389,1097,1242,1574,1512,112,878,635,1127,438,1463,1709,1181,1132,11,2020
956, BUZAU,12378,5165,7213,2538,9840,7.21,6.46,7.87,2585,1300,1285,9793,3865,5928,2357,2180,3771,1856,127,1897,190,1334,505,1977,3458,2479,2625,11,2020
957, CALARASI,3809,1938,1871,958,2851,4.17,4.39,3.96,1075,585,490,2734,1353,1381,364,951,1107,775,34,469,109,523,145,727,995,714,705,11,2020
958, CARAS-SEVERIN,3758,1767,1991,1616,2142,3.53,3.75,3.35,1650,812,838,2108,955,1153,585,437,469,1165,115,745,242,591,189,601,961,693,723,11,2020
959, CLUJ,6003,3376,2627,2976,3027,1.61,2.05,1.26,2971,1876,1095,3032,1500,1532,492,616,1378,1587,169,1031,730,777,349,1152,1536,1250,939,11,2020
960, CONSTANTA,8629,5063,3566,3543,5086,2.93,3.95,2.14,4560,2941,1619,4069,2122,1947,785,730,1851,3115,124,1275,749,1790,344,1326,2030,1586,1553,11,2020
961, COVASNA,4492,2266,2226,1270,3222,5.24,5.54,4.96,1482,811,671,3010,1455,1555,610,1282,994,865,64,539,138,963,317,916,1134,596,566,11,2020
962, DAMBOVITA,6236,3063,3173,1727,4509,3.24,3.73,2.88,1175,637,538,5061,2426,2635,575,700,1929,1518,126,1018,370,893,346,1030,1548,1188,1231,11,2020
963, DOLJ,18343,7964,10379,3185,15158,6.89,6.58,7.15,3203,1845,1358,15140,6119,9021,787,6116,4729,3933,365,2081,332,1907,951,3097,5207,3637,3544,11,2020
964, GALATI,12092,5306,6786,2215,9877,6.36,6.18,6.51,2693,1489,1204,9399,3817,5582,1148,2135,4387,2019,144,1743,516,1633,436,1692,3418,2432,2481,11,2020
965, GIURGIU,2169,1194,975,778,1391,2.7,3.22,2.25,557,346,211,1612,848,764,271,315,701,612,23,168,79,418,69,347,480,413,442,11,2020
966, GORJ,5325,2469,2856,2187,3138,3.94,3.94,3.94,1713,946,767,3612,1523,2089,279,455,1009,1804,208,1179,391,736,291,826,1380,1001,1091,11,2020
967, HARGHITA,6504,3386,3118,2671,3833,4.81,5.69,4.12,2135,1256,879,4369,2130,2239,1291,1172,1264,1401,78,980,318,1179,367,1356,1664,1068,870,11,2020
968, HUNEDOARA,5925,3302,2623,3594,2331,3.45,4.11,2.87,4077,2380,1697,1848,922,926,343,295,1340,2055,129,1124,639,786,325,952,1663,1363,836,11,2020
969, IALOMITA,4237,1992,2245,1180,3057,4.52,4.6,4.45,1422,776,646,2815,1216,1599,245,1009,1283,868,62,683,87,560,188,626,1172,835,856,11,2020
970, IASI,9132,4242,4890,1988,7144,3.07,3.04,3.1,1921,1060,861,7211,3182,4029,558,1705,2836,1089,90,2309,545,897,245,1329,2576,1859,2226,11,2020
971, ILFOV,1450,888,562,968,482,0.7,1,0.47,384,240,144,1066,648,418,105,163,239,568,18,195,162,354,134,260,308,212,182,11,2020
972, MARAMURES,4999,2495,2504,2099,2900,2.48,2.68,2.3,2897,1435,1462,2102,1060,1042,61,758,757,1940,148,870,465,1675,263,771,1058,784,448,11,2020
973, MEHEDINTI,6238,2833,3405,1691,4547,6.12,5.96,6.25,1766,956,810,4472,1877,2595,0,1220,2746,1229,98,809,136,601,352,1277,2033,914,1061,11,2020
974, MURES,15287,8209,7078,4684,10603,1.24,1.34,1.14,1943,1036,907,4159,1913,2246,23,140,2512,5209,306,2775,4322,361,1408,3665,4423,3050,2380,11,2020
975, NEAMT,6102,2949,3153,2145,3957,2.59,2.81,2.41,1733,989,744,5989,2677,3312,699,1718,1134,1175,91,901,384,1116,404,1199,1538,1023,822,11,2020
976, OLT,7722,3666,4056,2326,5396,4.24,4.41,4.11,2328,1357,971,7063,3041,4022,703,1001,2073,1624,100,1867,354,1172,336,1209,2003,1480,1522,11,2020
977, PRAHOVA,9391,4398,4993,2212,7179,5.83,5.94,5.73,3350,1952,1398,5320,2683,2637,1928,2506,303,2201,187,2176,90,1257,334,1295,2576,1959,1970,11,2020
978, SALAJ,8670,4635,4035,4454,4216,2.98,3.76,2.41,1288,760,528,4011,1762,2249,533,1024,2071,2368,252,1717,705,1157,366,1497,2395,1967,1288,11,2020
979, Satu M.,5299,2522,2777,1692,3607,5.12,5.57,4.78,1157,604,553,4212,1928,2284,345,1170,1390,1402,87,653,252,947,319,1079,1330,891,733,11,2020
980, SIBIU,5369,2532,2837,990,4379,3.67,3.76,3.6,2154,1209,945,3029,1413,1616,637,1560,1292,583,34,1102,161,803,362,1198,1511,672,823,11,2020
981, SUCEAVA,5183,2622,2561,2390,2793,2.64,3.06,2.31,3857,2033,1824,8273,3768,4505,395,1364,966,1047,95,867,449,608,321,1025,1379,989,861,11,2020
982, TELEORMAN,12130,5801,6329,4669,7461,5.24,5.47,5.04,1924,1048,876,7019,2859,4160,492,1590,3360,3555,218,2357,558,2918,649,1969,2887,1768,1939,11,2020
983, TIMIS,8943,3907,5036,1791,7152,6.37,5.7,7,2104,1247,857,2025,1092,933,408,1029,4704,1244,107,1392,59,1056,415,1436,2334,1835,1867,11,2020
984, TULCEA,4129,2339,1790,2847,1282,1.18,1.51,0.91,787,466,321,1845,838,1007,251,120,859,1388,98,742,671,548,247,741,1047,829,717,11,2020
985, VALCEA,2632,1304,1328,829,1803,3.18,3.37,3.01,2200,1225,975,3618,1712,1906,0,435,1102,620,0,389,86,405,123,424,696,579,405,11,2020
